"ID","SRC","DB_TABLE","DB_NAME","TABLE_HCODE","TABLE_CNAME","TABLE_ENAME","TABLE_DESC","TABLE_DESC_GENERATED","UNIQ_KEY","IS_SHOW","HISQA","HISMAN","HISVALID","CREATE_BY","HCREATETIME","UPDATE_BY","HUPDATETIME","TABLE_DESC_AI"
311,JY,oracle,ODSJY,"308",日行情表,DZ_DAILYQUOTE,"说明:   
1.内容说明：收录股票、债券（不包含银行间交易的债券）、基金、指数每个交易日收盘行情数据，包括昨收盘、今开盘、最高价、最低价、收盘价、成交量、成交金额、成交笔数等行情指标。
2.数据范围：证券上市起-至今
3.信息来源：上交所/深交所/北交所每日行情收盘文件
error_outline 1、上交所、深交所标的数据不包含大宗交易，北交所标的数据包含大宗交易。 2、CDR类别的单位“份”，股票类别的单位“股”
表数据更新频率： 日更新",表格DZ_DAILYQUOTE-日行情表: 日行情表（DZ_DAILYQUOTE）记录了股票、债券（不包含银行间交易的债券）、基金和指数每个交易日的收盘行情数据。该表格的数据来源于上交所、深交所和北交所的每日行情收盘文件，数据范围涵盖证券上市起至今，并且每日更新。表格中的主要字段包括：证券内部编码、交易日、昨收盘、今开盘、最高价、最低价、收盘价、成交量、成交金额和成交笔数。此外，还有发布时间字段。需要注意的是，上交所和深交所的数据不包含大宗交易，而北交所的数据包含大宗交易。CDR类别的单位为“份”，股票类别的单位为“股”。,"InnerCode,TradingDay",0,,,1,,"2024-06-06 17:33:46",,"2024-08-03 16:35:28",
312,JY,oracle,ODSJY,"309",公募基金股票组合明细,MF_StockPortfolioDetail,"说明:   
1.本表记录基金年报、半年报公布股票组合明细信息，包括股票的名称、代码、持有数量、持有市值、市值占基金净资产的比例等数据。
2.历史数据：1998年12月起-至今。
3.数据来源：基金公司披露的定期报告。
表数据更新频率： 半年更新",表格MF_StockPortfolioDetail-公募基金股票组合明细: 表格“MF_StockPortfolioDetail”记录了公募基金股票组合的详细信息，涵盖了基金年报和半年报中披露的股票组合明细。该表格包含以下字段：基金内部编码、基金转型统一编码、信息发布日期、报告期、投资类型、序号、股票内部代码、持股数量、较上期持仓量变动、市值以及占资产净值比例。数据从1998年12月起至今，来源于基金公司披露的定期报告，并且每半年更新一次。通过这些字段，用户可以了解基金持有的股票名称、代码、持有数量、市值及其在基金净资产中的比例等详细信息。,"InnerCode,ReportDate,InvestType,SerialNumber",0,,,1,,"2024-06-06 17:33:46",,"2024-08-04 10:32:23",
313,WIND,oracle,ODSWIND,"310",中国共同基金投资组合——资产配置,ChinaMutualFundAssetPortfolio,记录基金定期（季度）公布的投资于各种类型证券资产的组合情况,,"S_INFO_WINDCODE,F_PRT_ENDDATE",0,,,1,,"2024-06-06 17:33:46",,"2024-08-09 12:30:50",
314,WIND,oracle,ODSWIND,"311",中国共同基金基金经理,ChinaMutualFundManager,"记录基金对应的基金经理信息	
",,"F_INFO_WINDCODE,F_INFO_FUNDMANAGER,F_INFO_MANAGER_STARTDATE",0,,,1,,"2024-06-06 17:33:46",,"2024-08-09 12:30:50",
315,XT,MYSQL,FUND_INFO,"10001",基金经理基本信息表,FUND_MANAGER_INFO,收录基金经理的基本情况，包括：从业机构、性别、出生年份、最高学历、管理年限、管理基金数量、换手率、管理规模等,"表格FUND_MANAGER_INFO-基金经理基本信息表: 基金经理基本信息表（FUND_MANAGER_INFO）用于记录和管理基金经理的详细信息。该表格包含多个字段，涵盖了基金经理的基本情况和管理业绩。具体字段包括：

- **ID**：自增列，用于唯一标识每条记录。
- **基金经理内部代码**和**基金经理简称**：用于标识和简要描述基金经理。
- **从业机构代码**、**从业机构名称**和**从业机构全称**：记录基金经理所属的机构信息。
- **性别**、**出生年份**和**最高学历**：记录基金经理的个人基本信息。
- **管理年限**：表示基金经理的从业时间。
- **累计管理基金数量**、**最新管理基金数量**和**真实在管数量**：记录基金经理管理的基金数量及其分类方式。
- **最新换手率**：表示基金经理的投资操作频率。
- **资产净值（管理规模）**、**资产总值**、**股票投资合计资产市值（股票投资规模）**、**债券投资合计资产市值（债券投资规模）**和**货币市场工具资产市值（货币市场工具规模）**：记录基金经理管理的各类资产的市值和规模。
- **是否QA**、**是否人工修改**和**是否有效**：用于标识数据的质量和有效性。
- **数据插入时间**和**数据修改时间**：记录数据的创建和更新时间。
- **基金经理背景介绍**：提供基金经理的详细背景信息。

该表格通过详细记录基金经理的个人信息、从业机构、管理业绩和资产规模等，帮助用户全面了解基金经理的基本情况和管理能力。",PSN_HCODE,0,,,1,,"2024-08-07 16:36:28",,"2024-08-12 16:00:09",
316,XT,MYSQL,FUND_INFO,"10002",基金产品的股票持仓(季报),FUND_STOCK_CHANGE_Q,收录基金持有股票情况，表中为季报重仓信息，即每个季度末最后一天的数据，包括：持股数量、持股市值、占基金持有净资产比例、增减持标签等,"表格FUND_STOCK_CHANGE_Q-基金产品的股票持仓(季报): 表格“FUND_STOCK_CHANGE_Q”是用于记录基金股票持仓情况的季报数据。该表格收录了每个季度末基金产品持有股票的详细信息，包括持股数量、持股市值、占基金持有净资产比例以及增减持标签等。具体字段包括：

- **ID**: 自增列，用于唯一标识每条记录。
- **基金内部代码、基金代码、基金简称**: 用于标识和描述基金的基本信息。
- **报告期**: 记录数据对应的季度末日期。
- **证券内部代码、证券代码、证券简称**: 用于标识和描述基金持有的股票。
- **持股数量、持股数量变化、持股数量变化比例**: 记录基金持有的股票数量及其变化情况。
- **持股市值、持股市值变动、持股市值变动比例**: 记录基金持有股票的市值及其变化情况。
- **占基金持有净资产比例、占基金持有净资产比例变化**: 记录股票持仓占基金净资产的比例及其变化情况。
- **标签、详细标签**: 标识持股变化情况，包括增持、减持、不变等详细信息。
- **是否QA、是否人工修改、是否有效**: 标识数据的质量控制和有效性。
- **数据插入时间、数据修改时间**: 记录数据的插入和修改时间。

该表格的主要用途是帮助投资者和基金管理者了解基金在每个季度末的股票持仓情况及其变化，为投资决策提供参考。","FUND_HCODE,REPORT_DATE,SEC_HCODE",0,,,1,,"2024-08-07 16:36:28",,"2024-08-16 17:20:41",
317,XT,MYSQL,FUND_INFO,"10003",基金产品的股票持仓(半年报、年报),FUND_STOCK_CHANGE_HY,收录基金持有股票情况，表中为半年报、年报全持仓信息，即每个半年末最后一天的数据，包括：持股数量、持股市值、占基金持有净资产比例、增减持标签等,"表格FUND_STOCK_CHANGE_HY-基金产品的股票持仓(半年报、年报): 表格“FUND_STOCK_CHANGE_HY”用于记录基金在半年报和年报中的股票持仓情况，详细展示了基金产品持有的股票信息及其变化。该表格包含以下字段：

1. **ID**：自增列，用于唯一标识每条记录。
2. **基金内部代码**和**基金代码**：分别记录基金的内部代码和公开代码。
3. **基金简称**：基金的简要名称。
4. **报告期**：数据对应的报告日期。
5. **证券内部代码**和**证券代码**：分别记录证券的内部代码和公开代码。
6. **证券简称**：证券的简要名称。
7. **持股数量**及其变化和变化比例：记录基金持有的股票数量、数量变化及其同比变化比例。
8. **持股市值**及其变动和变动比例：记录基金持有股票的市值、市值变动及其同比变动比例。
9. **占基金持有净资产比例**及其变化：记录股票持仓占基金净资产的比例及其同比变化。
10. **标签**和**详细标签**：标识持股变化情况，包括增持、减持、不变等详细分类。
11. **是否QA**、**是否人工修改**和**是否有效**：标识数据是否经过质量保证、是否被人工修改以及数据是否有效。
12. **数据插入时间**和**数据修改时间**：记录数据的插入和最后修改时间。

该表格通过详细记录基金持有股票的数量、市值及其变化情况，帮助用户分析基金的投资动向和持仓变化。","FUND_HCODE,REPORT_DATE,SEC_HCODE",0,,,1,,"2024-08-07 16:36:29",,"2024-08-16 17:20:41",
318,XT,MYSQL,FUND_INFO,"10004",基金经理行业和题材持仓_季报,FUND_MANAGER_INDUSTRY_HOLDING_MV_Q,收录基金经理持有行业、题材的情况，表中为季报重仓信息，即每个季度末最后一天的数据，包括：持股市值、持仓占比、超配低配等信息,"表格FUND_MANAGER_INDUSTRY_HOLDING_MV_Q-基金经理行业和题材持仓_季报: 表格“基金经理行业和题材持仓_季报”（FUND_MANAGER_INDUSTRY_HOLDING_MV_Q）主要用于记录和分析基金经理在每个季度末持有的行业和题材的详细情况。该表格包含了基金经理的基本信息、持仓情况、持仓变动以及相关的排名和比例等数据。

具体字段包括：

1. **ID**：自增列，用于唯一标识每条记录。
2. **基金经理信息**：包括基金经理内部代码（PSN_HCODE）和基金经理简称（PSN_NAME）。
3. **标签信息**：包括标签类型（LABEL_TYPE，表示行业、题材或细分题材）、标签代码（LABEL_CODE）、标签名称（LABEL_NAME）、标签对应指数标准代码（INDEX_HCODE）和标签对应指数代码（INDEX_CODE）。
4. **报告期**：记录数据的报告期（REPORT_DATE）。
5. **持仓数据**：包括持股市值（MARKET_VALUE）、持股市值变动（MARKET_VALUE_CHANGE）、持股市值变动比例（MARKET_VALUE_CHANGE_RATIO）。
6. **持仓比例**：包括占基金经理持有净资产比例（RATIO_IN_NV）、占基金经理持有净资产比例排名（RATIO_IN_NV_RANK）、超配低配状态（RATIO_IN_NV_TYPE，表示超配、低配或不变）以及占基金经理持有净资产比例排名变动（RATIO_IN_NV_RANK_CHANGE）。
7. **备注信息**：包括备注（REMARK）、是否QA（HISQA）、是否人工修改（HISMAN）、是否有效（HISVALID）。
8. **时间戳**：包括数据插入时间（HCREATETIME）和数据修改时间（HUPDATETIME）。

该表格通过详细记录基金经理在各个行业和题材上的持仓情况及其变动，为投资分析和决策提供了重要的数据支持。","PSN_HCODE,LABEL_TYPE,LABEL_CODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:30",,"2024-08-12 16:00:09",
319,XT,MYSQL,FUND_INFO,"10005",基金经理行业和题材持仓(半年报、年报),FUND_MANAGER_INDUSTRY_HOLDING_MV_HY,收录基金经理持有行业、题材的情况，表中为半年报、年报全持仓信息，即每个半年末最后一天的数据，包括：持股市值、持仓占比、超配低配等信息,"表格FUND_MANAGER_INDUSTRY_HOLDING_MV_HY-基金经理行业和题材持仓(半年报、年报): 表格“基金经理行业和题材持仓(半年报、年报)”（英文名：FUND_MANAGER_INDUSTRY_HOLDING_MV_HY）主要用于记录和分析基金经理在半年报和年报中的持仓情况。该表格包含基金经理持有的行业和题材的详细信息，数据来源于每个半年末最后一天的持仓数据。表格中的字段涵盖了基金经理的基本信息、持仓标签、持仓市值及其变动、持仓占比及其排名、超配低配情况、数据有效性和修改记录等。

具体字段包括：

1. **ID**：自增列，用于唯一标识每条记录。
2. **基金经理信息**：包括基金经理内部代码（PSN_HCODE）、基金经理简称（PSN_NAME）。
3. **标签信息**：包括标签类型（LABEL_TYPE，表示行业、题材或细分题材）、标签代码（LABEL_CODE）、标签名称（LABEL_NAME）、标签对应指数标准代码（INDEX_HCODE）和标签对应指数代码（INDEX_CODE）。
4. **报告期**：记录数据的报告期（REPORT_DATE）。
5. **持仓市值信息**：包括持股市值（MARKET_VALUE）、持股市值变动（MARKET_VALUE_CHANGE）及其变动比例（MARKET_VALUE_CHANGE_RATIO）。
6. **持仓占比信息**：包括占基金经理持有净资产比例（RATIO_IN_NV）、占比排名（RATIO_IN_NV_RANK）、超配低配情况（RATIO_IN_NV_TYPE，表示超配、低配或不变）及其排名变动（RATIO_IN_NV_RANK_CHANGE）。
7. **备注**：用于记录其他相关信息（REMARK）。
8. **数据有效性和修改记录**：包括是否QA（HISQA）、是否人工修改（HISMAN）、是否有效（HISVALID）、数据插入时间（HCREATETIME）和数据修改时间（HUPDATETIME）。

通过这些字段，用户可以全面了解基金经理在不同报告期内的持仓情况及其变化，为投资决策和风险管理提供重要参考。","PSN_HCODE,LABEL_TYPE,LABEL_CODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:30",,"2024-08-12 16:00:09",
320,XT,MYSQL,FUND_INFO,"10006",基金产品和基金公司的对应关系,FUND_AND_COMPANY_MAPPING,记录基金所属基金公司,"表格FUND_AND_COMPANY_MAPPING-基金产品和基金公司的对应关系: 表格“FUND_AND_COMPANY_MAPPING”用于记录基金与基金公司之间的对应关系。该表格包含多个字段，每个字段都有特定的用途和数据类型。字段包括：

1. **ID**：自增列，用于唯一标识每条记录。
2. **基金公司信息**：包括基金公司内部代码（COMPANY_CODE）、基金公司全称（COMPANY_NAME）和基金公司简称（COMPANY_ABBR）。
3. **基金信息**：包括基金内部代码（FUND_HCODE）、基金代码（FUND_SYMBOL）和基金简称（FUND_NAME）。
4. **日期信息**：包括开始日期（BEGIN_DATE）和截止日期（END_DATE），其中截止日期为null时，默认为""2099-01-01""。
5. **备注信息**：包括备注（REMARK）。
6. **历史信息**：包括是否QA（HISQA）、是否人工修改（HISMAN）和是否有效（HISVALID）。
7. **时间戳信息**：包括数据插入时间（HCREATETIME）和数据修改时间（HUPDATETIME）。

该表格的主要用途是记录每个基金所属的基金公司，便于管理和查询基金与基金公司之间的关系。","COMPANY_CODE,FUND_HCODE,BEGIN_DATE",0,,,1,,"2024-08-07 16:36:31",,"2024-08-16 17:20:42",
321,XT,MYSQL,FUND_INFO,"10007",基金产品和基金经理的对应关系,FUND_AND_MANAGER_MAPPING,记录基金由哪个基金经理管理,"表格FUND_AND_MANAGER_MAPPING-基金产品和基金经理的对应关系: 表格“FUND_AND_MANAGER_MAPPING”用于记录基金与基金经理之间的对应关系。该表格包含以下字段：

1. **ID**：自增列，用于唯一标识每条记录。
2. **基金经理信息**：包括基金经理内部代码（PSN_HCODE）、基金经理简称（PSN_NAME）。
3. **基金信息**：包括基金内部代码（FUND_HCODE）、基金代码（FUND_SYMBOL）、基金简称（FUND_NAME）。
4. **管理期间**：包括开始日期（BEGIN_DATE）和结束日期（END_DATE），其中END_DATE为空时默认为""2099-01-01""。
5. **任职信息**：包括任职天数（DAYS_IN_OFFICE）和任职回报（RETURN_IN_OFFICE）。
6. **数据状态**：包括是否人工修改（HISMAN）、是否有效（HISVALID）、是否QA（HISQA）。
7. **时间戳**：包括数据插入时间（HCREATETIME）和数据修改时间（HUPDATETIME）。
8. **备注**：用于记录额外信息（REMARK）。

该表格的主要用途是跟踪和管理基金经理与其管理的基金之间的关系，记录基金经理的任职期间及其业绩表现。","PSN_HCODE,FUND_HCODE,BEGIN_DATE",0,,,1,,"2024-08-07 16:36:32",,"2024-08-16 17:20:42",
322,XT,MYSQL,FUND_INFO,"10008",基金产品对应的基金规模情况,FUND_ASSET_ALLOCATION,,"表格FUND_ASSET_ALLOCATION-基金产品对应的基金规模情况，记录基金产品净资产，权益资产，债券资产等规模: 表格“基金产品对应的基金规模情况”（FUND_ASSET_ALLOCATION）用于记录和分析季报中披露的基金产品净资产，权益资产，债券资产等规模。该表格包含多个字段，详细描述了基金的基本信息和资产分布情况。具体字段包括：

- **ID**：自增列，用于唯一标识每条记录。
- **基金内部代码**和**基金代码**：分别记录基金的内部标识和公开代码。
- **基金简称**：基金的简要名称。
- **信息发布日期**和**报告期**：记录信息发布的日期和报告期的时间点。
- **资产净值**和**资产总值**：分别表示基金的净资产值和总资产值。
- **股票投资合计资产市值**、**债券投资合计资产市值**、**货币市场工具资产市值**、**可转换债券(含可交换债)资产市值**：分别记录基金在不同投资类别中的资产市值。
- **是否QA**、**是否人工修改**、**是否有效**：用于标识数据是否经过质量保证、是否被人工修改以及数据是否有效。
- **数据插入时间**和**数据修改时间**：记录数据的插入和最后修改时间。

该表格通过详细记录基金的各类资产配置情况，帮助用户了解基金的投资结构和管理规模。","FUND_HCODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:33",,"2024-08-30 16:59:35",
323,XT,MYSQL,FUND_INFO,"10009",基金公司持有主动型基金规模情况,FUND_COMPANY_ASSET_ALLOCATION,,表格FUND_COMPANY_ASSET_ALLOCATION-基金公司持有主动型基金规模情况，记录披露的基金公司的净资产，权益资产，债券资产等规模。:表格“FUND_COMPANY_ASSET_ALLOCATION”用于记录基金公司持有的主动型基金规模情况。该表格包含多个字段，详细描述了基金公司的基本信息和资产配置情况。字段包括自增列ID、基金公司代码（COMPANY_CODE）、基金公司名称（COMPANY_NAME）及简称（COMPANY_ABBR）、报告日期（REPORT_DATE）。资产相关字段包括资产净值（NET_VALUE）、资产总值（TOTAL_ASSET）、股票投资市值（MV_OF_STOCK）、债券投资市值（MV_OF_BOND）、货币市场工具市值（MV_OF_MONEY）和可转换债券市值（MV_OF_CONVERTIBLE）。此外，还有一些辅助字段如是否QA（HISQA）、是否人工修改（HISMAN）、是否有效（HISVALID），以及数据插入时间（HCREATETIME）和数据修改时间（HUPDATETIME）。这些字段共同构成了基金公司持有主动型基金规模的全面记录。,"COMPANY_CODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:33",,"2024-08-30 17:00:09",
324,XT,MYSQL,FUND_INFO,"10010",基金公司持有行业市值具体情况(半年报、年报),FUND_COMPANY_INDUSTRY_HOLDING_MV_DETAIL_HY,,"表格FUND_COMPANY_INDUSTRY_HOLDING_MV_DETAIL_HY-基金公司持有行业市值具体情况(半年报、年报): 表格“基金公司持有行业市值具体情况(半年报、年报)”主要用于记录和分析基金公司在特定报告期内持有的各行业市值的详细情况。该表格包含多个字段，涵盖了基金公司、标签、持股市值及其变动、占净资产比例及其变化、数据有效性等信息。

具体字段包括：自增列（ID）、基金公司内部代码（COMPANY_CODE）、基金公司名称（COMPANY_NAME）、基金公司简称（COMPANY_ABBR）、标签类型（LABEL_TYPE）、标签代码（LABEL_CODE）、标签名称（LABEL_NAME）、标签对应指数标准代码（INDEX_HCODE）、标签对应指数代码（INDEX_CODE）、报告期（REPORT_DATE）、持股市值（MARKET_VALUE）、持股市值变动（MARKET_VALUE_CHANGE）、持股市值变动比例（MARKET_VALUE_CHANGE_RATIO）、占基金公司持有净资产比例（RATIO_IN_NV）、占基金公司持有净资产比例变化（RATIO_IN_NV_CHANGE）、备注（REMARK）、是否QA（HISQA）、是否人工修改（HISMAN）、是否有效（HISVALID）、数据插入时间（HCREATETIME）和数据修改时间（HUPDATETIME）。

通过这些字段，用户可以详细了解基金公司在不同标签（如行业、题材、细分题材）下的持股市值及其变化情况，以及这些持股市值在基金公司净资产中的占比及其变化情况，从而为投资决策和市场分析提供数据支持。","COMPANY_CODE,LABEL_TYPE,LABEL_CODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:34",,"2024-08-12 16:00:09",
325,XT,MYSQL,FUND_INFO,"10011",基金公司持有行业市值具体情况(季报),FUND_COMPANY_INDUSTRY_HOLDING_MV_DETAIL_Q,,"表格FUND_COMPANY_INDUSTRY_HOLDING_MV_DETAIL_Q-基金公司持有行业市值具体情况(季报): 表格“基金公司持有行业市值具体情况(季报)”（英文名：FUND_COMPANY_INDUSTRY_HOLDING_MV_DETAIL_Q）用于记录和分析基金公司在不同报告期内持有的各行业市值及其变动情况。表格中的字段包括：

1. **ID**：自增列，用于唯一标识每条记录。
2. **基金公司信息**：包括基金公司内部代码（COMPANY_CODE）、基金公司名称（COMPANY_NAME）和基金公司简称（COMPANY_ABBR）。
3. **标签信息**：包括标签类型（LABEL_TYPE，代表行业、题材或细分题材）、标签代码（LABEL_CODE）、标签名称（LABEL_NAME）、标签对应指数标准代码（INDEX_HCODE）和标签对应指数代码（INDEX_CODE）。
4. **报告期**：记录数据的报告期（REPORT_DATE）。
5. **持股市值信息**：包括持股市值（MARKET_VALUE）、持股市值变动（MARKET_VALUE_CHANGE）及其变动比例（MARKET_VALUE_CHANGE_RATIO）。
6. **净资产比例信息**：包括占基金公司持有净资产比例（RATIO_IN_NV）及其变化（RATIO_IN_NV_CHANGE）。
7. **备注**：用于记录额外信息（REMARK）。
8. **历史记录**：包括是否QA（HISQA）、是否人工修改（HISMAN）和是否有效（HISVALID）。
9. **时间戳**：包括数据插入时间（HCREATETIME）和数据修改时间（HUPDATETIME）。

该表格通过详细记录基金公司在各行业的持股市值及其变化情况，帮助分析基金公司投资策略和市场表现。","COMPANY_CODE,LABEL_TYPE,LABEL_CODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:34",,"2024-08-12 16:00:39",
326,XT,MYSQL,FUND_INFO,"10012",基金产品最新报告期,FUND_FRONT_CONTROL,记录最新报告期，所有涉及基金持仓、基金经理持仓、基金公司持仓的表，没有相关日期说明，默认取最新报告期的值，从FUND_FRONT_CONTROL获取。,"表格FUND_FRONT_CONTROL-基金产品最新报告期: 表格“FUND_FRONT_CONTROL”用于记录基金的最新报告期信息，主要应用于涉及基金持仓、基金经理持仓和基金公司持仓的相关表格中。当这些表格没有相关日期说明时，默认取最新报告期的值，从该表格中获取。表格包含以下字段：

1. **ID**：自增列，用于唯一标识每条记录。
2. **报告期**：记录基金的报告日期。
3. **报告期类型**：标识报告期的类型，1代表季报，2代表半年报或年报。根据报告期类型，持仓相关表的结尾会有所不同（Q或HY）。
4. **是否QA**：标识该记录是否经过质量保证检查。
5. **是否人工修改**：标识该记录是否经过人工修改。
6. **是否有效**：标识该记录是否有效。
7. **数据插入时间**：记录数据插入的时间戳。
8. **数据修改时间**：记录数据最后修改的时间戳。

通过这些字段，表格能够详细记录和管理基金的最新报告期信息，确保相关持仓数据的准确性和时效性。",REPORT_DATE,0,,,1,,"2024-08-07 16:36:35",,"2024-08-16 17:20:42",
327,XT,MYSQL,FUND_INFO,"10013",基金产品对应的行业和题材持仓变化情况(半年报、年报),FUND_INDUSTRY_CHANGE_HY,,"表格FUND_INDUSTRY_CHANGE_HY-基金产品对应的行业和题材持仓变化情况(半年报、年报): 表格“FUND_INDUSTRY_CHANGE_HY”用于记录基金在半年报和年报中的行业和题材持仓变化情况。该表格包含多个字段，详细记录了基金的持仓信息及其变化。具体字段包括：

- **ID**：自增列，用于唯一标识每条记录。
- **基金内部代码、基金代码、基金简称**：分别记录基金的内部代码、公开代码和简称。
- **标签类型、标签代码、标签名称**：用于标识基金持仓的行业或题材类型及其具体信息。
- **标签对应指数标准代码**：记录标签对应的指数标准代码。
- **报告期**：记录数据对应的报告期。
- **持股市值、持股市值变动、持股市值变动排名、持股市值变动排名变化、持股市值变动比例**：详细记录基金持仓市值及其变化情况，包括市值、变动金额、变动排名及其变化、变动比例等。
- **占基金经理持有净资产比例、占基金经理持有净资产比例的变化**：记录持仓市值占基金经理持有净资产的比例及其变化。
- **标签、详细标签**：标识持仓变化情况，包括增持、减持、不变等详细信息。
- **是否QA、是否人工修改、是否有效**：记录数据是否经过质量检查、是否人工修改及其有效性。
- **数据插入时间、数据修改时间**：记录数据的插入和修改时间。

该表格通过详细记录基金持仓的各类信息及其变化，帮助分析基金在不同报告期内的持仓策略和变化趋势。","FUND_HCODE,LABEL_TYPE,LABEL_CODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:37",,"2024-08-16 17:20:42",
328,XT,MYSQL,FUND_INFO,"10014",基金产品对应的行业和题材持仓变化情况(季报),FUND_INDUSTRY_CHANGE_Q,,"表格FUND_INDUSTRY_CHANGE_Q-基金产品对应的行业和题材持仓变化情况(季报): 表格“FUND_INDUSTRY_CHANGE_Q”用于记录基金在季度报告中的行业和题材持仓变化情况。该表格包含多个字段，详细描述了基金持仓的各个方面。具体字段包括：

- **ID**：自增列，用于唯一标识每条记录。
- **基金内部代码、基金代码、基金简称**：用于标识和描述基金的基本信息。
- **标签类型、标签代码、标签名称、标签对应指数标准代码**：用于描述基金持仓的行业或题材标签及其对应的指数标准。
- **报告期**：记录数据对应的报告期。
- **持股市值、持股市值变动、持股市值变动排名、持股市值变动排名变化、持股市值变动比例**：详细记录基金持仓市值及其变化情况。
- **占基金经理持有净资产比例、占基金经理持有净资产比例的变化**：描述基金持仓占基金经理净资产的比例及其变化。
- **标签变化、详细标签变化**：标识基金持仓的变化情况，如增持、减持、不变等。
- **是否QA、是否人工修改、是否有效**：用于标识数据的质量控制和有效性。
- **数据插入时间、数据修改时间**：记录数据的插入和修改时间。

通过这些字段，用户可以全面了解基金在不同报告期内的持仓变化情况，帮助进行投资分析和决策。","FUND_HCODE,LABEL_TYPE,LABEL_CODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:37",,"2024-08-16 17:20:42",
329,XT,MYSQL,FUND_INFO,"10015",基金产品持有行业和题材市值具体情况(半年报、年报),FUND_INDUSTRY_HOLDING_MV_DETAIL_HY,,"表格FUND_INDUSTRY_HOLDING_MV_DETAIL_HY-基金产品持有行业和题材市值具体情况(半年报、年报): 表格“基金持有行业和题材市值具体情况(半年报、年报)”（FUND_INDUSTRY_HOLDING_MV_DETAIL_HY）用于记录和分析基金在不同报告期内持有的行业和题材的市值情况。该表格包含多个字段，详细描述了基金持有的市值及其变动情况。

主要字段包括：

- **ID**：自增列，用于唯一标识每条记录。
- **基金内部代码**、**基金代码**、**基金简称**：用于标识和描述基金的基本信息。
- **标签类型**、**标签代码**、**标签名称**：用于分类基金持有的行业或题材，标签类型包括行业、题材和细分题材。
- **标签对应指数标准代码**、**标签对应指数代码**：用于标识标签对应的指数信息。
- **报告期**：记录数据对应的报告期。
- **持股市值(元)**、**持股市值变动(元)**、**持股市值变动比例**：记录基金持有的市值及其变动情况。
- **占基金经理持有净资产比例**：记录持股市值占基金净资产的比例。
- **备注**：用于记录额外的说明信息。
- **是否QA**、**是否人工修改**、**是否有效**：用于标识数据的质量和有效性。
- **数据插入时间**、**数据修改时间**：记录数据的插入和修改时间。

该表格通过详细记录基金持有的行业和题材市值及其变动情况，为基金管理和投资决策提供了重要的数据支持。","FUND_HCODE,LABEL_TYPE,LABEL_CODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:38",,"2024-08-16 17:20:43",
330,XT,MYSQL,FUND_INFO,"10016",基金产品持有行业和题材市值具体情况(季报),FUND_INDUSTRY_HOLDING_MV_DETAIL_Q,,"表格FUND_INDUSTRY_HOLDING_MV_DETAIL_Q-基金产品持有行业和题材市值具体情况(季报): 表格“基金持有行业和题材市值具体情况(季报)”（FUND_INDUSTRY_HOLDING_MV_DETAIL_Q）用于记录和分析基金在不同报告期内持有的行业和题材的市值情况。该表格包含多个字段，详细记录了基金的基本信息、标签信息、持股市值及其变动情况、占净资产比例、备注信息以及数据的历史记录和有效性。

具体字段包括：自增列（ID）、基金内部代码（FUND_HCODE）、基金代码（FUND_SYMBOL）、基金简称（FUND_NAME）、标签类型（LABEL_TYPE）、标签代码（LABEL_CODE）、标签名称（LABEL_NAME）、标签对应指数标准代码（INDEX_HCODE）、标签对应指数代码（INDEX_CODE）、报告期（REPORT_DATE）、持股市值（MARKET_VALUE）、持股市值变动（MARKET_VALUE_CHANGE）、持股市值变动比例（MARKET_VALUE_CHANGE_RATIO）、占基金经理持有净资产比例（RATIO_IN_NV）、备注（REMARK）、是否QA（HISQA）、是否人工修改（HISMAN）、是否有效（HISVALID）、数据插入时间（HCREATETIME）和数据修改时间（HUPDATETIME）。

通过这些字段，用户可以详细了解基金在不同时间点持有的行业和题材的市值变化情况，以及这些变化对基金净资产的影响，从而为投资决策提供数据支持。","FUND_HCODE,LABEL_TYPE,LABEL_CODE,REPORT_DATE",0,,,1,,"2024-08-07 16:36:38",,"2024-08-16 17:20:43",
